Observations,Number,Date,Date,Briefing,Special Issue,Commentary,Author 1,Author 2,Author 3,Author 4,Author 5,Author 6,Author 1 Affiliation,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation ,Author 5 Affiliation,Author 6 Affiliation,Author 1 Country,Author 2 Country,Author 3 Country,Author 4 Country,Author 5 Country,Author 6 Country,Journal,Journal Type,Country 1,Country 2,Country 3,Country 4,Country 1 Subregion,Country 2 Subregion,Region 1,Region 2,Region 3,Region 4,Non-African countries/continents/entities featured,Discipline,topics_domestic_politics,topics_international_relations,topics_society,topics_econ,topics: political systems,topics: constitutional issues,topics: justice/ judiciary,topics: legislatures,topics: policy,topics: governance,topics: security & conflict,topics: state/statehood,topics: foreign policy,topics: multilateral interventions,topics: regional issues,topics: UN,topics: land,topics: identity,topics: social sectors,topics: demography,topics: civil society,topics: inequality,topics: service sector,topics: development,topics: industry,topics: trade,topics: investment,topics: resources,topics: aid,topics: debt,topics: colonial legacy,topics: rulers,topics: neopatrimonialism,topics: authoritarianism,topics: democracy/democratization,topics: corruption,topics: rule of law,topics: military,topics: civil conflict,topics: genocide/ethnic violence,topics: citizenship,topics: sovereignty,topics: extra-continental FP,topics: intra-continental FP,topics: FP towards Africa,topics: conflict resolution & peace-building,topics: post-conflict & peace-keeping,topics: regional integration,topics: border issues,topics: regional organization,topics: land access,topics: urbanization,topics: land rights,topics: class,topics: race,topics: ethnicty/chieftancy,topics: sexual identity,topics: gender,topics: religion,topics: national identity/nationalism/patriotism,topics: health,topics: education,topics: public services,topics: age,topics: migration,topics: diaspora,topics: NGO,topics: social/popular movements,topics: human rights,topics: cell phones,topics: mining,topics: manufacturing,topics: agriculture,topics: donors,topics: development aid,topics: humanitarian aid,topics: media,topics: democratic reversal,topics: elections,topics: public opinion/polling,topics: parties,topics: coup,topics: insurgency,topics: AU,topics: Islam,topics: witchcraft/traditional religions,topics: Christianity,topics: HIV/AIDS,topics: immigration,topics: emigration,topics: refugees/IDP,topics: resource curse,topics: youth,topics: music,topics: other,methods: qualitative,methods: quantitative,methods: single case study,methods: multiple case studies,methods: formal model ,methods: statistical methods,methods: existing data set,methods: author's data set,methods: regression analysis,methods: interviews,School of Thought,Fieldwork,bibliography: country- specific (majority of sources = country-specific),bibliography: non-country specific (majority of articles = country-non-specific) 
"""AIDS, security and the military in Africa: A sober appraisal""",32,6-Apr,Vol. 105 Iss. 419,0,0,0,Alan Whiteside,Alex de Waal,Tsadkan Gebre-Tensae,0,0,0,University of KwaZulu-Natal,Harvard,"Centre for Policy and Research, Addis Ababa",0,0,0,South Africa,USA,Ethiopia ,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,political science,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,no,,
"""What harm? Kenyan and Ugandan perspectives on khat""",33,6-Apr,Vol. 105 Iss. 419,0,0,0,Susan Beckerleg,0,0,0,0,0,University of Warwick ,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Kenya,Uganda,0,0,0,0,East,East,0,0,0,anthropology,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,yes,,
"""Telecentres and transformations: Modernizing Tanzania through the internet""",34,6-Apr,Vol. 105 Iss. 419,0,0,0,Claire Mercer,0,0,0,0,0,University of Leicester,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Tanzania,0,0,0,0,0,East,0,0,0,0,political science,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,internet; poverty,1,1,1,0,0,1,0,1,1,1,0,yes,,
"""State, law, and vigilantism in northern Tanzania""",35,6-Apr,Vol. 105 Iss. 419,0,0,0,Suzette Heald,0,0,0,0,0,Brunel University,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Tanzania,0,0,0,0,0,East,0,0,0,0,political science,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,police/policing,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Briefing: The G8's multilateral debt relief initiative and poverty reduction in Sub-Saharan Africa""",36,6-Apr,Vol. 105 Iss. 419,0,0,0,Todd Moss,0,0,0,0,0,Center for Global Development,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,Sub-Saharan,0,0,0,0,international relations,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,world bank/imf,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Inadequately self-critical: Rwanda's self-assessment for the African peer review mechanism""",37,6-Jul,Vol. 105 Iss. 420,0,0,0,Eduard Jordaan,0,0,0,0,0,University of Stellenbosch ,0,0,0,0,0,South Africa,0,0,0,0,0,AA,africanist,Rwanda,0,0,0,0,0,"Central, Great Lakes",0,0,0,0,political science,1,1,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,african peer review mechanism,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Nigerien second-hand car traders in Cotonou: A sociocultural analysis of economic decision-making""",38,6-Jul,Vol. 105 Iss. 420,0,0,0,J. Joost Beuving,0,0,0,0,0,University of Amsterdam,0,0,0,0,0,Netherlands,0,0,0,0,0,AA,africanist,Nigeria,Benin,0,0,0,Cotonou ,West,West,0,0,0,economics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,rational choice,yes,,
"""Informal moves, informal markets: International migrants and traders from Mzimba District, Malawi""",39,6-Jul,Vol. 105 Iss. 420,0,0,0,Jens A. Andersson,0,0,0,0,0,University of Amsterdam,0,0,0,0,0,Netherlands,0,0,0,0,0,AA,africanist,Malawi,0,0,0,Mzimba District,0,Southern,0,0,0,0,anthropology,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,yes,,
"""Becoming indigenous peoples: Difference, inequality, and the globalization of East African identity politics""",40,6-Jul,Vol. 105 Iss. 420,0,0,0,Jim Igoe,0,0,0,0,0,University of Colorado,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,East,0,0,0,0,anthropology,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,globalization,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Mauritania, August 2005: Justice and democracy, or just another coup?""",41,6-Jul,Vol. 105 Iss. 420,0,0,0,Boubacar N'Diaye,0,0,0,0,0,College of Wooster,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Mauritania,0,0,0,0,0,"West, Sahel",0,0,0,0,political science,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,yes,,
"""Commentary: The crisis in Chad""",42,6-Jul,Vol. 105 Iss. 420,0,0,1,Simon Massey,Roy May,0,0,0,0,Coventry University,Coventry University,0,0,0,0,UK,UK,0,0,0,0,AA,africanist,Chad,0,0,0,0,0,"Central, Sahel",0,0,0,0,political science,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Briefing: Wrong questions, wrong answers-trade, trade talks and Africa""",43,6-Jul,Vol. 105 Iss. 420,1,0,0,Claire Melamed,0,0,0,0,0,Christiian Aid,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,poverty,1,0,1,0,0,0,0,0,0,0,0,no ,,
"""Political critique in Nigerian video films""",44,6-Oct,Vol. 105 Iss. 421,0,0,0,Jonathan Haynes,0,0,0,0,0,Long Island University ,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,political critique,1,0,0,1,0,0,0,0,0,0,0,no,,
"""CíÇte d'Ivoire: Patriotism, ethnonationalism and other African modes of self-writing""",45,6-Oct,Vol. 105 Iss. 421,0,0,0,Richard Baní©gas,0,0,0,0,0,University of Paris,0,0,0,0,0,France,0,0,0,0,0,AA,africanist,CíÇte d'Ivoire,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,patriotism/nationalism ,1,1,1,0,0,0,0,0,0,1,post-colonialism/post-modernism,yes,,
"""Social capital, social liabilities, and political capital: Social networks and informal manufacturing in Nigeria""",46,6-Oct,Vol. 105 Iss. 421,0,0,0,Kate Meagher,0,0,0,0,0,University of Oxford,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,"Aba, Nigeria",0,West,0,0,0,0,economics,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,social networks,1,1,1,0,0,1,0,2,0,1,rational choice,yes,,
"""Rural Islamism during the 'war on terror': A Tanzanian case study""",47,6-Oct,Vol. 105 Iss. 421,0,0,0,Felicitas Becker,0,0,0,0,0,Simon Fraser University,0,0,0,0,0,Canada,0,0,0,0,0,AA,africanist,Tanzania,0,0,0,Rwangwa,0,East,0,0,0,0,religious studies ,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Ethiopian political culture strikes back: A rejoinder to J. Abbink""",48,6-Oct,Vol. 105 Iss. 421,0,0,0,Tobias Hagmann,0,0,0,0,0,University of Lausanne ,0,0,0,0,0,Switzerland,0,0,0,0,0,AA,africanist,Ethiopia,0,0,0,0,0,"East, Horn",0,0,0,0,political science,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Interpreting Ethiopian elections in their context--A reply to Tobias Hagmann""",49,6-Oct,Vol. 105 Iss. 421,0,0,0,J. Abbink,0,0,0,0,0,"African Studies Centre, Leiden and Vrije Universiteit ",0,0,0,0,0,Netherlands,0,0,0,0,0,AA,africanist,Ethiopia,0,0,0,0,0,"East, Horn",0,0,0,0,political science,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Briefing--Darfur: The international community's failure to protect""",50,6-Oct,Vol. 105 Iss. 421,1,0,0,Nick Grono,0,0,0,0,0,International Crisis Group ,0,0,0,0,0,Belgium ,0,0,0,0,0,AA,africanist,Sudan,0,0,0,Darfur,0,"East, Horn",0,0,0,0,international relations,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no ,,
"""Consociationalism and Power Sharing in Africa: Rwanda, Burundi, and the Democratic Republic of the Congo""",51,7-Jan,Vol. 106 Iss. 422,0,0,0,Rení© Lemarchand,0,0,0,0,0,University of Florida,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Rwanda,Burundi,DRC,0,0,0,"Central, Great Lakes",Central,"Central, Great Lakes",0,0,political science,1,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,power-sharing; consociationalism,1,0,0,1,0,0,0,0,0,0,0,no,,
"""Popular Reactions to State Repression: Operation Murambatsvina in Zimbabwe""",52,7-Jan,Vol. 106 Iss. 422,0,0,0,Michael Bratton,Eldred Masunungure,0,0,0,0,Michigan State University,University of Zimbabwe,0,0,0,0,USA,Zimbabwe,0,0,0,0,AA,africanist,Zimbabwe,0,0,0,0,0,Southern,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,police ,1,0,1,0,0,1,0,1,0,1,0,yes,,
"""Small Arms and Light Weapons Among Pastoral Groups in the Kenya-Uganda Border Area""",53,7-Jan,Vol. 106 Iss. 422,0,0,0,Kennedy Agade Mkutu,0,0,0,0,0,Peace and Conflict Transformation,0,0,0,0,0,Kenya,0,0,0,0,0,AA,africanist,Kenya,Uganda,0,0,0,0,East,East,0,0,0,international relations,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,paramilitary groups,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""'Where Is Not Home?': Dagaaba migrants in the Brong Ahafo Region, 1980 to the present""",54,7-Jan,Vol. 106 Iss. 422,0,0,0,Gariba B. Abdul-Korah,0,0,0,0,0,College of Saint Rose,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Ghana,0,0,0,Brong Ahafo region,0,West,0,0,0,0,political science,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""Reshuffling an Old Deck of Cards? The politics of local government reform in Sierra Leone""",55,7-Jan,Vol. 106 Iss. 422,0,0,0,Paul Jackson,0,0,0,0,0,University of Birmingham ,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Sierra Leone,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,decentralization ,1,0,1,0,0,0,0,0,0,0,0,yes,,
"""Reparations for the Herero Genocide: Defining the limts of international litigation""",56,7-Jan,Vol. 106 Iss. 422,0,0,0,Allan D. Cooper,0,0,0,0,0,Otterbein College,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Namibia,0,0,0,0,0,Southern,0,0,0,0,international relations,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,international law; genocide reparations,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Commentary: China and Africa""",57,7-Jan,Vol. 106 Iss. 422,0,0,1,Howard W. French,0,0,0,0,0,New York Times,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,China,political science,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Briefing: Paved with Good Intentions? The role of aid in reaching the Millenium Development Goals""",58,7-Jan,Vol. 106 Iss. 422,1,0,0,Paolo de Renzio,0,0,0,0,0,Oxford University,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,World Bank; IMF,1,0,1,0,0,0,0,0,0,0,0,no,,
"""Polio Vaccines--""No Thank You!"" Barriers to Polio Eradication in Northern Nigeria""",59,7-Apr,Vol. 106 Iss. 423,0,0,0,Maryam Yahya,0,0,0,0,0,independent scholar,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Nigeria,0,0,0,0,0,West,0,0,0,0,anthropology,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,vaccination ,1,0,1,0,0,0,0,0,0,1,0,yes,,
"""The Demography of Mau Mau: Fertility and Mortality in Kenya in the 1950s: A Demographer's Viewpoint""",60,7-Apr,Vol. 106 Iss. 423,0,0,0,John Blacker,0,0,0,0,0,London School of Hygiene and Tropical Medicine,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,Kenya,0,0,0,0,0,East,0,0,0,0,demography,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fertility; mortality,0,1,1,0,0,1,1,0,0,0,0,no,,
"""A New Scramble for African Oil? Historical, Political, and Business Perspectives""",61,7-Apr,Vol. 106 Iss. 423,0,0,0,Jedzej George Frynas,Manuel Paulo,0,0,0,0,Middlesex University Business School,Middlesex University Business School,0,0,0,0,UK,UK,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,"China, United States",international relations,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,oil,1,1,1,0,0,1,1,0,0,0,0,yes,,
"""From Non-intervention to Non-indifference: The Origins and Development of the African Union's Security Culture""",62,7-Apr,Vol. 106 Iss. 423,0,0,0,Paul D. Williams,0,0,0,0,0,University of Warwick ,0,0,0,0,0,UK,0,0,0,0,0,AA,africanist,continental,0,0,0,0,0,continental ,0,0,0,0,international relations,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,security culture,1,0,1,0,0,0,0,0,0,0,constructivism (IR),no,,
"""The Elephant, Umbrella, and Quarrelling Cocks: Disaggregating Partisanship in Ghana's Fourth Republic""",63,7-Apr,Vol. 106 Iss. 423,0,0,0,Kevin S. Fridy,0,0,0,0,0,University of Florida,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Ghana,0,0,0,0,0,West,0,0,0,0,political science,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,0,yes,,
"""Briefing: Democratic Republic of Congo: Political Transition and Beyond""",64,7-Apr,Vol. 106 Iss. 423,1,0,0,Filip Reyntjens,0,0,0,0,0,University of Antwerp,0,0,0,0,0,Belgium,0,0,0,0,0,AA,africanist,DRC,0,0,0,0,0,"Central, Great Lakes",0,0,0,0,political science,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,no,,
"""The crisis in Somalia: Tradgedy in five acts""",65,7-Jul,Vol. 106 Iss. 424,0,0,0,Ken Menkhaus,0,0,0,0,0,Davidson College,0,0,0,0,0,USA,0,0,0,0,0,AA,africanist,Somalia,0,0,0,0,0,"East, Horn",0,0,0,0,political science,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,humanitarian crisis,1,0,1,0,0,0,0,0,0,1,0,yes,,
